,Player,Year,Position,Age,Height,Weight,Y1 GP,Y2 GP,Y3 GP,Y4 GP,Y5 GP,Y5 dGP,Y4 EV ATOI,Y4 EV P/60
Jonas Brodin 2018,Jonas Brodin,2018,D,24.222,74,196,79.0,71.0,68.0,68,73,1.5,16.1681,0.9823
Jonas Brodin 2019,Jonas Brodin,2019,D,25.222,74,196,71.0,68.0,68.0,73,82,12.0,18.4192,0.8032
Jonas Brodin 2020,Jonas Brodin,2020,D,26.221,74,196,68.0,68.0,73.0,82,81,8.25,18.151,0.645
Jonas Brodin 2021,Jonas Brodin,2021,D,27.223,74,196,68.0,73.0,82.0,81,77,1.0,18.9896,1.1448
Jonas Brodin 2022,Jonas Brodin,2022,D,28.223,74,196,73.0,82.0,81.0,77,73,-5.25,19.3151,1.2309
Jonas Brodin 2023,Jonas Brodin,2023,D,29.222,74,196,82.0,81.0,77.0,73,60,-18.25,19.2219,0.9407
Jamie Oleksiak 2022,Jamie Oleksiak,2022,D,28.778,79,257,68.0,57.0,81.0,82,72,0.0,18.8187,0.7970999999999999
Jamie Oleksiak 2023,Jamie Oleksiak,2023,D,29.778,79,257,57.0,81.0,82.0,72,75,2.0,17.3826,0.767
Nathan Beaulieu 2017,Nathan Beaulieu,2017,D,23.823,74,200,10.0,17.0,64.0,64,74,35.25,15.737,0.9532
Nathan Beaulieu 2018,Nathan Beaulieu,2018,D,24.822,74,200,17.0,64.0,64.0,74,59,4.25,16.8694,0.769
Connor Murphy 2017,Connor Murphy,2017,D,23.519,76,212,,30.0,73.0,78,77,16.666666666666664,17.2419,0.6246999999999999
Connor Murphy 2018,Connor Murphy,2018,D,24.518,76,212,30.0,73.0,78.0,77,76,11.5,17.0504,0.7312000000000001
Connor Murphy 2019,Connor Murphy,2019,D,25.517,76,212,73.0,78.0,77.0,76,52,-24.0,15.1557,0.7293000000000001
Connor Murphy 2022,Connor Murphy,2022,D,28.518,76,212,76.0,52.0,68.0,71,57,-9.75,19.198,0.8291999999999999
Colin Miller 2019,Colin Miller,2019,D,25.923,73,200,,42.0,61.0,82,65,3.3333333333333357,15.8949,1.0588
Colin Miller 2020,Colin Miller,2020,D,26.922,73,200,42.0,61.0,82.0,65,60,-2.5,16.6869,0.885
Colin Miller 2021,Colin Miller,2021,D,27.924,73,200,61.0,82.0,65.0,60,70,3.0,15.4036,0.6111
Torey Krug 2016,Torey Krug,2016,D,24.472,69,194,2.0,1.0,79.0,78,81,41.0,16.7865,1.1456
Torey Krug 2017,Torey Krug,2017,D,25.474,69,194,1.0,79.0,78.0,81,81,21.25,17.6698,1.0061
Torey Krug 2018,Torey Krug,2018,D,26.473,69,194,79.0,78.0,81.0,81,76,-3.75,17.9632,1.0721
Torey Krug 2019,Torey Krug,2019,D,27.472,69,194,78.0,81.0,81.0,76,64,-15.0,16.5706,1.6199
Torey Krug 2020,Torey Krug,2020,D,28.472,69,194,81.0,81.0,76.0,64,71,-4.5,17.3815,1.2405
Torey Krug 2021,Torey Krug,2021,D,29.474,69,194,81.0,76.0,64.0,71,74,1.0,16.3724,1.2616
Torey Krug 2022,Torey Krug,2022,D,30.473,69,194,76.0,64.0,71.0,74,64,-7.25,19.2775,1.1595
Torey Krug 2023,Torey Krug,2023,D,31.472,69,194,64.0,71.0,74.0,64,63,-5.25,17.5154,1.231
Morgan Rielly 2016,Morgan Rielly,2016,D,21.564,73,222,,,73.0,81,82,5.0,17.1477,0.864
Morgan Rielly 2017,Morgan Rielly,2017,D,22.566,73,222,,73.0,81.0,82,76,-2.6666666666666714,19.0303,1.0381
Morgan Rielly 2018,Morgan Rielly,2018,D,23.565,73,222,73.0,81.0,82.0,76,76,-2.0,18.8305,0.9223
Morgan Rielly 2019,Morgan Rielly,2019,D,24.565,73,222,81.0,82.0,76.0,76,82,3.25,18.2458,1.1682
Morgan Rielly 2020,Morgan Rielly,2020,D,25.564,73,222,82.0,76.0,76.0,82,55,-24.0,19.437,1.92
Morgan Rielly 2023,Morgan Rielly,2023,D,28.565,73,222,82.0,55.0,80.0,82,65,-9.75,19.0829,1.6103999999999998
Hampus Lindholm 2016,Hampus Lindholm,2016,D,21.695,76,215,,,78.0,78,80,2.0,18.1857,1.1844
Hampus Lindholm 2017,Hampus Lindholm,2017,D,22.697,76,215,,78.0,78.0,80,66,-12.666666666666671,17.8075,0.5055000000000001
Hampus Lindholm 2018,Hampus Lindholm,2018,D,23.697,76,215,78.0,78.0,80.0,66,69,-6.5,18.1783,0.7501
Hampus Lindholm 2019,Hampus Lindholm,2019,D,24.696,76,215,78.0,80.0,66.0,69,76,2.75,18.5906,1.0756999999999999
Hampus Lindholm 2020,Hampus Lindholm,2020,D,25.695,76,215,80.0,66.0,69.0,76,64,-8.75,19.7048,0.8414
Matt Dumba 2018,Matt Dumba,2018,D,23.187,72,181,13.0,58.0,81.0,76,82,25.0,17.4351,0.9509
Matt Dumba 2022,Matt Dumba,2022,D,27.188,72,181,82.0,32.0,81.0,74,57,-10.25,18.3268,1.0272
Brady Skjei 2019,Brady Skjei,2019,D,24.518,75,210,,7.0,80.0,82,78,21.666666666666664,18.3081,0.7194
Brady Skjei 2020,Brady Skjei,2020,D,25.517,75,210,7.0,80.0,82.0,78,79,17.25,18.7581,0.9843000000000001
Brady Skjei 2021,Brady Skjei,2021,D,26.52,75,210,80.0,82.0,78.0,79,76,-3.75,17.9313,1.0987
Brady Skjei 2022,Brady Skjei,2022,D,27.519,75,210,82.0,78.0,79.0,76,82,3.25,17.9051,0.58
Brady Skjei 2023,Brady Skjei,2023,D,28.518,75,210,78.0,79.0,76.0,82,81,2.25,18.5228,1.5406
Olli Maatta 2020,Olli Maatta,2020,D,25.11,74,207,67.0,55.0,82.0,60,76,10.0,15.7075,0.6366
Olli Maatta 2021,Olli Maatta,2021,D,26.112,74,207,55.0,82.0,60.0,76,60,-8.25,16.1928,0.855
Olli Maatta 2022,Olli Maatta,2022,D,27.111,74,207,82.0,60.0,76.0,60,66,-3.5,14.9772,0.39080000000000004
Olli Maatta 2023,Olli Maatta,2023,D,28.11,74,207,60.0,76.0,60.0,66,78,12.5,16.3639,0.4445
Mike Matheson 2020,Mike Matheson,2020,D,25.591,74,193,,,81.0,75,69,-9.0,19.1147,0.7952
Mike Matheson 2021,Mike Matheson,2021,D,26.593,74,193,,81.0,75.0,69,64,-11.0,16.3644,1.1186
Mike Matheson 2022,Mike Matheson,2022,D,27.593,74,193,81.0,75.0,69.0,64,74,1.75,17.5777,1.1637
Cody Ceci 2017,Cody Ceci,2017,D,22.78,74,210,,49.0,81.0,75,79,10.666666666666671,16.2938,1.1784
Cody Ceci 2018,Cody Ceci,2018,D,23.779,74,210,49.0,81.0,75.0,79,82,11.0,19.2152,0.5535
Cody Ceci 2019,Cody Ceci,2019,D,24.778,74,210,81.0,75.0,79.0,82,74,-5.25,19.9244,0.5141
Cody Ceci 2020,Cody Ceci,2020,D,25.778,74,210,75.0,79.0,82.0,74,66,-11.5,19.5766,1.0354
Cody Ceci 2021,Cody Ceci,2021,D,26.78,74,210,79.0,82.0,74.0,66,77,1.75,17.544,0.48860000000000003
Cody Ceci 2022,Cody Ceci,2022,D,27.779,74,210,82.0,74.0,66.0,77,78,3.25,15.9597,1.2059000000000002
Cody Ceci 2023,Cody Ceci,2023,D,28.778,74,210,74.0,66.0,77.0,78,80,6.25,18.222,1.0554
Jacob Trouba 2016,Jacob Trouba,2016,D,21.594,75,203,,,65.0,65,81,16.0,18.0167,0.8198
Jacob Trouba 2017,Jacob Trouba,2017,D,22.596,75,203,,65.0,65.0,81,60,-10.333333333333329,18.0292,0.6162
Jacob Trouba 2018,Jacob Trouba,2018,D,23.595,75,203,65.0,65.0,81.0,60,55,-12.75,20.295,1.3797
Jacob Trouba 2021,Jacob Trouba,2021,D,26.596,75,203,60.0,55.0,82.0,82,55,-14.75,18.2862,0.7968000000000001
Matt Grzelcyk 2020,Matt Grzelcyk,2020,D,25.737,70,176,,2.0,61.0,66,80,37.0,16.8434,0.6476
Matt Grzelcyk 2021,Matt Grzelcyk,2021,D,26.739,70,176,2.0,61.0,66.0,80,54,1.75,15.3699,0.7463
Colton Parayko 2018,Colton Parayko,2018,D,24.389,78,228,,,79.0,81,82,2.0,17.3193,1.0265
Colton Parayko 2019,Colton Parayko,2019,D,25.389,78,228,,79.0,81.0,82,80,-0.6666666666666714,18.7667,1.0138
Colton Parayko 2020,Colton Parayko,2020,D,26.388,78,228,79.0,81.0,82.0,80,75,-5.5,20.0369,0.7111999999999999
Esa Lindell 2019,Esa Lindell,2019,D,24.359,75,220,,4.0,73.0,80,82,29.666666666666664,18.5637,0.7676000000000001
Esa Lindell 2020,Esa Lindell,2020,D,25.359,75,220,4.0,73.0,80.0,82,81,21.25,19.925,0.8447
Esa Lindell 2021,Esa Lindell,2021,D,26.361,75,220,73.0,80.0,82.0,81,82,3.0,18.3853,0.6149
Esa Lindell 2022,Esa Lindell,2022,D,27.36,75,220,80.0,82.0,81.0,82,76,-5.25,18.9804,0.7338
Esa Lindell 2023,Esa Lindell,2023,D,28.359,75,220,82.0,81.0,82.0,76,82,1.75,18.9154,0.793
Shayne Gostisbehere 2018,Shayne Gostisbehere,2018,D,24.45,71,180,,2.0,64.0,76,78,30.666666666666664,15.6798,0.8054999999999999
Shayne Gostisbehere 2019,Shayne Gostisbehere,2019,D,25.449,71,180,2.0,64.0,76.0,78,78,23.0,17.7665,1.3855999999999997
Shayne Gostisbehere 2023,Shayne Gostisbehere,2023,D,29.449,71,180,78.0,49.0,60.0,82,75,7.75,18.4244,1.2709000000000001
Adam Pelech 2023,Adam Pelech,2023,D,28.127,75,210,78.0,44.0,82.0,78,61,-9.5,18.7248,1.0681
Damon Severson 2018,Damon Severson,2018,D,23.152,74,205,,51.0,72.0,80,76,8.333333333333329,17.7783,0.7594
Damon Severson 2019,Damon Severson,2019,D,24.151,74,205,51.0,72.0,80.0,76,82,12.25,17.6603,0.894
Damon Severson 2020,Damon Severson,2020,D,25.151,74,205,72.0,80.0,76.0,82,81,3.5,18.0858,1.0518999999999998
Damon Severson 2021,Damon Severson,2021,D,26.153,74,205,80.0,76.0,82.0,81,82,2.25,18.3319,0.9961
Damon Severson 2022,Damon Severson,2022,D,27.152,74,205,76.0,82.0,81.0,82,80,-0.25,18.5176,0.9258
Damon Severson 2023,Damon Severson,2023,D,28.151,74,205,82.0,81.0,82.0,80,81,-0.25,18.6865,1.1640000000000001
Jake McCabe 2018,Jake McCabe,2018,D,23.971,73,204,7.0,2.0,77.0,76,53,12.5,18.0079,0.7015
Jaccob Slavin 2018,Jaccob Slavin,2018,D,23.42,75,207,,,63.0,82,82,9.5,19.3711,0.9821
Jaccob Slavin 2019,Jaccob Slavin,2019,D,24.42,75,207,,63.0,82.0,82,82,6.333333333333329,19.3864,1.0568
Jaccob Slavin 2020,Jaccob Slavin,2020,D,25.419,75,207,63.0,82.0,82.0,82,80,2.75,18.813,0.8557
Jaccob Slavin 2021,Jaccob Slavin,2021,D,26.421,75,207,82.0,82.0,82.0,80,76,-5.5,19.3265,1.4609
Jaccob Slavin 2022,Jaccob Slavin,2022,D,27.42,75,207,82.0,82.0,80.0,76,79,-1.0,20.0734,0.7472
Jaccob Slavin 2023,Jaccob Slavin,2023,D,28.42,75,207,82.0,80.0,76.0,79,76,-3.25,18.8994,1.3262
Brett Kulak 2022,Brett Kulak,2022,D,27.735,73,197,71.0,57.0,66.0,67,74,8.75,15.9232,0.6553
Brett Kulak 2023,Brett Kulak,2023,D,28.735,73,197,57.0,66.0,67.0,74,82,16.0,16.511,0.9821
Matthew Benning 2019,Matthew Benning,2019,D,24.354,73,203,,,62.0,73,70,2.5,15.8454,0.9336
Matthew Benning 2020,Matthew Benning,2020,D,25.353,73,203,,62.0,73.0,70,50,-18.33333333333333,13.1288,0.9792000000000001
Matthew Benning 2023,Matthew Benning,2023,D,28.354,73,203,70.0,50.0,76.0,65,77,11.75,14.0546,0.7223999999999999
Ben Hutton 2018,Ben Hutton,2018,D,24.45,75,201,,,75.0,71,61,-12.0,17.8955,0.33049999999999996
Ben Hutton 2019,Ben Hutton,2019,D,25.449,75,201,,75.0,71.0,61,69,0.0,15.815,0.1866
Ben Hutton 2020,Ben Hutton,2020,D,26.448,75,201,75.0,71.0,61.0,69,76,7.0,18.2196,0.525
Ben Hutton 2021,Ben Hutton,2021,D,27.45,75,201,71.0,61.0,69.0,76,55,-14.25,16.6285,0.8882000000000001
Nate Schmidt 2018,Nate Schmidt,2018,D,26.213,72,195,29.0,39.0,72.0,60,76,26.0,14.6003,1.0959
Nate Schmidt 2019,Nate Schmidt,2019,D,27.212,72,195,39.0,72.0,60.0,76,61,-0.75,18.5586,1.0635
Nate Schmidt 2020,Nate Schmidt,2020,D,28.212,72,195,72.0,60.0,76.0,61,69,1.75,18.6331,1.1613
Nate Schmidt 2021,Nate Schmidt,2021,D,29.214,72,195,60.0,76.0,61.0,69,79,12.5,18.9585,1.2872999999999999
Nate Schmidt 2022,Nate Schmidt,2022,D,30.213,72,195,76.0,61.0,69.0,79,77,5.75,17.2679,0.9008
Nate Schmidt 2023,Nate Schmidt,2023,D,31.212,72,195,61.0,69.0,79.0,77,71,-0.5,17.8095,0.8751
MacKenzie Weegar 2020,MacKenzie Weegar,2020,D,25.731,72,206,,3.0,60.0,64,53,10.666666666666664,15.2375,0.8613999999999999
MacKenzie Weegar 2023,MacKenzie Weegar,2023,D,28.732,72,206,64.0,53.0,79.0,80,81,12.0,19.9494,1.4662000000000002
Connor Clifton 2023,Connor Clifton,2023,D,27.429,71,190,19.0,36.0,64.0,60,78,33.25,14.7083,0.6799
Carson Soucy 2022,Carson Soucy,2022,D,27.182,77,208,3.0,,64.0,73,64,17.333333333333336,14.1563,1.4411
Carson Soucy 2023,Carson Soucy,2023,D,28.181,77,208,,64.0,73.0,64,78,11.0,15.3208,1.0403
Ryan Graves 2022,Ryan Graves,2022,D,26.366,77,220,,26.0,81.0,79,75,13.0,15.7086,1.061
Ryan Graves 2023,Ryan Graves,2023,D,27.366,77,220,26.0,81.0,79.0,75,78,12.75,18.17,1.2328
Shea Theodore 2020,Shea Theodore,2020,D,24.162,74,197,19.0,34.0,61.0,79,83,34.75,17.5089,1.1711
Shea Theodore 2021,Shea Theodore,2021,D,25.164,74,197,34.0,61.0,79.0,83,77,12.75,18.8601,1.2993999999999999
Shea Theodore 2022,Shea Theodore,2022,D,26.164,74,197,61.0,79.0,83.0,77,78,3.0,19.1638,1.595
Shea Theodore 2023,Shea Theodore,2023,D,27.163,74,197,79.0,83.0,77.0,78,55,-24.25,20.3359,1.4752
Robert Hagg 2020,Robert Hagg,2020,D,24.644,74,210,,1.0,70.0,82,57,6.0,15.1234,0.9676
Brett Pesce 2018,Brett Pesce,2018,D,22.878,75,206,,,69.0,82,65,-10.5,18.3894,0.7162
Brett Pesce 2019,Brett Pesce,2019,D,23.877,75,206,,69.0,82.0,65,73,1.0,18.2597,0.9606000000000001
Brett Pesce 2020,Brett Pesce,2020,D,24.877,75,206,69.0,82.0,65.0,73,71,-1.25,17.8406,1.2439
Brett Pesce 2021,Brett Pesce,2021,D,25.879,75,206,82.0,65.0,73.0,71,80,7.25,18.2743,0.8612000000000001
Brett Pesce 2022,Brett Pesce,2022,D,26.878,75,206,65.0,73.0,71.0,80,70,-2.25,18.7518,1.1635
Brett Pesce 2023,Brett Pesce,2023,D,27.878,75,206,73.0,71.0,80.0,70,82,8.5,18.436,1.1623
Seth Jones 2016,Seth Jones,2016,D,20.994,76,213,,,77.0,82,81,1.5,16.0213,0.6850999999999999
Seth Jones 2017,Seth Jones,2017,D,21.996,76,213,,77.0,82.0,81,75,-5.0,17.5012,0.7196
Seth Jones 2018,Seth Jones,2018,D,22.996,76,213,77.0,82.0,81.0,75,78,-0.75,19.6036,1.4283000000000001
Seth Jones 2019,Seth Jones,2019,D,23.995,76,213,82.0,81.0,75.0,78,75,-4.0,20.0618,1.2653
Seth Jones 2020,Seth Jones,2020,D,24.995,76,213,81.0,75.0,78.0,75,66,-11.25,21.1924,1.2456
Seth Jones 2021,Seth Jones,2021,D,25.997,76,213,75.0,78.0,75.0,66,82,8.5,20.2247,1.0595
Seth Jones 2022,Seth Jones,2022,D,26.996,76,213,78.0,75.0,66.0,82,78,2.75,21.0554,1.0177
Seth Jones 2023,Seth Jones,2023,D,27.995,76,213,75.0,66.0,82.0,78,72,-3.25,20.8673,1.1427
Darnell Nurse 2020,Darnell Nurse,2020,D,24.655,76,221,69.0,44.0,82.0,82,83,13.75,20.0472,1.1315
Darnell Nurse 2021,Darnell Nurse,2021,D,25.657,76,221,44.0,82.0,82.0,83,82,9.25,20.1913,1.1719
Darnell Nurse 2022,Darnell Nurse,2022,D,26.656,76,221,82.0,82.0,83.0,82,71,-11.25,21.761,1.4278
Darnell Nurse 2023,Darnell Nurse,2023,D,27.656,76,221,82.0,83.0,82.0,71,82,2.5,21.0847,1.0421
Rasmus Ristolainen 2017,Rasmus Ristolainen,2017,D,21.931,76,221,,34.0,78.0,82,79,14.333333333333329,19.4632,0.752
Rasmus Ristolainen 2018,Rasmus Ristolainen,2018,D,22.93,76,221,34.0,78.0,82.0,79,73,4.75,20.2895,0.7112
Rasmus Ristolainen 2019,Rasmus Ristolainen,2019,D,23.929,76,221,78.0,82.0,79.0,73,78,0.0,20.0324,0.7385
Rasmus Ristolainen 2020,Rasmus Ristolainen,2020,D,24.929,76,221,82.0,79.0,73.0,78,81,3.0,19.4622,1.0276
Rasmus Ristolainen 2021,Rasmus Ristolainen,2021,D,25.931,76,221,79.0,73.0,78.0,81,71,-6.75,18.179,1.1002
Rasmus Ristolainen 2022,Rasmus Ristolainen,2022,D,26.93,76,221,73.0,78.0,81.0,71,66,-9.75,18.181,0.7408999999999999
Rasmus Ristolainen 2023,Rasmus Ristolainen,2023,D,27.93,76,221,78.0,81.0,71.0,66,74,0.0,18.8444,0.7237
Josh Morrissey 2019,Josh Morrissey,2019,D,23.513,72,185,,1.0,82.0,81,59,4.333333333333336,17.6953,1.0465
Josh Morrissey 2022,Josh Morrissey,2022,D,26.514,72,185,81.0,59.0,76.0,82,79,4.5,19.3899,0.6631
Josh Morrissey 2023,Josh Morrissey,2023,D,27.513,72,185,59.0,76.0,82.0,79,78,4.0,20.0629,0.8328
Ryan Pulock 2020,Ryan Pulock,2020,D,24.986,74,216,15.0,1.0,68.0,82,80,38.5,18.6856,1.0964
Ryan Pulock 2021,Ryan Pulock,2021,D,25.988,74,216,1.0,68.0,82.0,80,82,24.25,19.0527,1.2504
Ryan Pulock 2022,Ryan Pulock,2022,D,26.988,74,216,68.0,82.0,80.0,82,56,-22.0,18.9747,0.9034
Nikita Zadorov 2020,Nikita Zadorov,2020,D,24.461,78,248,22.0,56.0,77.0,70,75,18.75,15.4443,0.777
Nikita Zadorov 2021,Nikita Zadorov,2021,D,25.463,78,248,56.0,77.0,70.0,75,79,9.5,15.856,0.7686
Nikita Zadorov 2022,Nikita Zadorov,2022,D,26.462,78,248,77.0,70.0,75.0,79,74,-1.25,17.3404,0.4486
Nikita Zadorov 2023,Nikita Zadorov,2023,D,27.461,78,248,70.0,75.0,79.0,74,82,7.5,15.9259,1.12
Trevor van Riemsdyk 2020,Trevor van Riemsdyk,2020,D,28.19,75,191,82.0,58.0,79.0,78,57,-17.25,13.9348,0.7727999999999999
Jordan Oesterle 2021,Jordan Oesterle,2021,D,28.269,72,187,2.0,55.0,71.0,68,62,13.0,15.3006,0.7437
Aaron Ekblad 2017,Aaron Ekblad,2017,D,20.649,76,215,,,81.0,78,68,-11.5,18.0921,1.148
Aaron Ekblad 2018,Aaron Ekblad,2018,D,21.649,76,215,,81.0,78.0,68,82,6.333333333333329,17.8417,0.5935
Aaron Ekblad 2019,Aaron Ekblad,2019,D,22.648,76,215,81.0,78.0,68.0,82,82,4.75,19.0033,1.0396
Aaron Ekblad 2020,Aaron Ekblad,2020,D,23.647,76,215,78.0,68.0,82.0,82,79,1.5,19.6289,1.0065
Aaron Ekblad 2021,Aaron Ekblad,2021,D,24.65,76,215,68.0,82.0,82.0,79,51,-26.75,19.3067,1.577
Travis Sanheim 2021,Travis Sanheim,2021,D,24.51,75,181,,49.0,82.0,81,80,9.333333333333329,17.2848,1.0565
Travis Sanheim 2022,Travis Sanheim,2022,D,25.509,75,181,49.0,82.0,81.0,80,80,7.0,19.16,0.8541000000000001
Travis Sanheim 2023,Travis Sanheim,2023,D,26.509,75,181,82.0,81.0,80.0,80,81,0.25,20.13,1.155
Marcus Pettersson 2021,Marcus Pettersson,2021,D,24.4,75,177,,22.0,84.0,81,68,5.666666666666664,17.1384,1.0148
Marcus Pettersson 2022,Marcus Pettersson,2022,D,25.4,75,177,22.0,84.0,81.0,68,72,8.25,15.4181,0.7452000000000001
Marcus Pettersson 2023,Marcus Pettersson,2023,D,26.399,75,177,84.0,81.0,68.0,72,68,-8.25,15.0063,1.0552
Brandon Montour 2020,Brandon Montour,2020,D,25.474,72,194,,27.0,80.0,82,63,0.0,18.9606,1.1191
Brandon Montour 2021,Brandon Montour,2021,D,26.476,72,194,27.0,80.0,82.0,63,73,10.0,17.6648,1.0064
Brandon Montour 2022,Brandon Montour,2022,D,27.475,72,194,80.0,82.0,63.0,73,81,6.5,18.142,0.9922
Brandon Montour 2023,Brandon Montour,2023,D,28.474,72,194,82.0,63.0,73.0,81,80,5.25,15.8961,1.3514
Devon Toews 2022,Devon Toews,2022,D,27.609,73,191,,48.0,80.0,77,66,-2.3333333333333286,19.9223,1.4206
Devon Toews 2023,Devon Toews,2023,D,28.609,73,191,48.0,80.0,77.0,66,80,12.25,20.8533,1.9618000000000002
Gustav Forsling 2023,Gustav Forsling,2023,D,26.303,72,186,43.0,,62.0,71,82,23.333333333333336,18.5261,1.6877999999999997
Noah Hanifin 2018,Noah Hanifin,2018,D,20.682,75,207,,,79.0,81,79,-1.0,15.7961,0.8441
Noah Hanifin 2019,Noah Hanifin,2019,D,21.682,75,207,,79.0,81.0,79,80,0.3333333333333286,16.9665,1.1192
Noah Hanifin 2020,Noah Hanifin,2020,D,22.681,75,207,79.0,81.0,79.0,80,82,2.25,17.9515,1.0863
Noah Hanifin 2021,Noah Hanifin,2021,D,23.683,75,207,81.0,79.0,80.0,82,68,-12.5,18.0593,0.8069
Noah Hanifin 2022,Noah Hanifin,2022,D,24.682,75,207,79.0,80.0,82.0,68,81,3.75,18.6518,0.8214
Noah Hanifin 2023,Noah Hanifin,2023,D,25.682,75,207,80.0,82.0,68.0,81,81,3.25,17.5539,1.4348
Rasmus Andersson 2021,Rasmus Andersson,2021,D,23.929,73,202,1.0,10.0,79.0,82,82,39.0,17.5721,0.8779999999999999
Rasmus Andersson 2022,Rasmus Andersson,2022,D,24.929,73,202,10.0,79.0,82.0,82,82,18.75,17.6173,0.9122999999999999
Rasmus Andersson 2023,Rasmus Andersson,2023,D,25.928,73,202,79.0,82.0,82.0,82,79,-2.25,17.9209,1.2249
Vince Dunn 2020,Vince Dunn,2020,D,22.922,72,200,,,75.0,78,83,6.5,15.2814,1.3591
Vince Dunn 2021,Vince Dunn,2021,D,23.924,72,200,,75.0,78.0,83,62,-16.66666666666667,14.6575,0.7495
Vince Dunn 2022,Vince Dunn,2022,D,24.923,72,200,75.0,78.0,83.0,62,73,-1.5,17.4984,1.0366
Vince Dunn 2023,Vince Dunn,2023,D,25.923,72,200,78.0,83.0,62.0,73,81,7.0,18.1361,1.0876
Travis Dermott 2021,Travis Dermott,2021,D,23.776,72,202,,37.0,64.0,66,74,18.333333333333336,16.0039,0.7363999999999999
Travis Dermott 2022,Travis Dermott,2022,D,24.775,72,202,37.0,64.0,66.0,74,60,-0.25,12.6846,0.5564
Erik Cernak 2022,Erik Cernak,2022,D,24.346,76,224,,58.0,79.0,67,55,-13.0,16.6888,1.4068999999999998
Brandon Carlo 2019,Brandon Carlo,2019,D,21.846,78,218,,,82.0,76,72,-7.0,16.3914,0.2408
Brandon Carlo 2020,Brandon Carlo,2020,D,22.845,78,218,,82.0,76.0,72,79,2.3333333333333286,18.1019,0.3683
Ethan Bear 2022,Ethan Bear,2022,D,24.266,71,197,18.0,,83.0,62,58,3.6666666666666643,15.5628,0.7172
Zach Werenski 2019,Zach Werenski,2019,D,21.202,74,213,,,78.0,77,82,4.5,19.3636,1.0864
Zach Werenski 2020,Zach Werenski,2020,D,22.202,74,213,,78.0,77.0,82,74,-5.0,19.1455,1.1083
Zach Werenski 2021,Zach Werenski,2021,D,23.204,74,213,78.0,77.0,82.0,74,51,-26.75,19.2667,1.3346
Jeremy Lauzon 2023,Jeremy Lauzon,2023,D,25.427,73,204,16.0,22.0,60.0,66,67,26.0,15.6679,0.4061
Thomas Chabot 2020,Thomas Chabot,2020,D,22.667,74,195,,1.0,63.0,70,83,38.333333333333336,20.7469,1.5699
Thomas Chabot 2021,Thomas Chabot,2021,D,23.669,74,195,1.0,63.0,70.0,83,71,16.75,22.4362,1.0547
Thomas Chabot 2022,Thomas Chabot,2022,D,24.669,74,195,63.0,70.0,83.0,71,59,-12.75,22.5425,1.3037
Ivan Provorov 2019,Ivan Provorov,2019,D,21.714,73,201,,,82.0,82,82,0.0,19.7803,1.3316999999999999
Ivan Provorov 2020,Ivan Provorov,2020,D,22.714,73,201,,82.0,82.0,82,81,-1.0,20.6333,0.851
Ivan Provorov 2021,Ivan Provorov,2021,D,23.716,73,201,82.0,82.0,82.0,81,82,0.25,18.8877,0.8747
Ivan Provorov 2022,Ivan Provorov,2022,D,24.715,73,201,82.0,82.0,81.0,82,79,-2.75,19.7515,0.8678999999999999
Ivan Provorov 2023,Ivan Provorov,2023,D,25.715,73,201,82.0,81.0,82.0,79,82,1.0,19.9639,0.8369
John Marino 2022,John Marino,2022,D,24.365,73,181,,,66.0,76,81,10.0,17.4955,0.5277
John Marino 2023,John Marino,2023,D,25.364,73,181,,66.0,76.0,81,64,-10.333333333333329,17.2675,0.9009
Vladislav Gavrikov 2022,Vladislav Gavrikov,2022,D,25.862,75,221,,,81.0,80,80,-0.5,17.2842,0.7574000000000001
Vladislav Gavrikov 2023,Vladislav Gavrikov,2023,D,26.862,75,221,,81.0,80.0,80,72,-8.333333333333329,19.0667,1.2587
Matt Roy 2022,Matt Roy,2022,D,26.588,73,205,,25.0,82.0,64,67,10.0,16.8466,0.6475
Matt Roy 2023,Matt Roy,2023,D,27.587,73,205,25.0,82.0,64.0,67,82,22.5,18.1346,0.8395
Adam Fox 2022,Adam Fox,2022,D,23.62,71,182,,,82.0,80,78,-3.0,18.3627,1.307
Adam Fox 2023,Adam Fox,2023,D,24.619,71,182,,82.0,80.0,78,82,2.0,18.8182,1.5943
Ryan Lindgren 2022,Ryan Lindgren,2022,D,23.637,72,190,,5.0,70.0,74,78,28.333333333333336,17.3049,1.0196999999999998
Ryan Lindgren 2023,Ryan Lindgren,2023,D,24.636,72,190,5.0,70.0,74.0,78,63,6.25,17.7917,0.6485000000000001
Charlie McAvoy 2022,Charlie McAvoy,2022,D,23.779,73,209,63.0,54.0,79.0,74,78,10.5,19.5333,1.2648000000000001
Charlie McAvoy 2023,Charlie McAvoy,2023,D,24.778,73,209,54.0,79.0,74.0,78,67,-4.25,19.3143,1.354
Samuel Girard 2020,Samuel Girard,2020,D,21.389,70,170,,,73.0,82,82,4.5,17.7157,0.7434000000000001
Samuel Girard 2021,Samuel Girard,2021,D,22.391,70,170,,73.0,82.0,82,70,-9.0,18.6817,0.9634
Samuel Girard 2022,Samuel Girard,2022,D,23.39,70,170,73.0,82.0,82.0,70,67,-9.75,19.5493,1.4706
Samuel Girard 2023,Samuel Girard,2023,D,24.389,70,170,82.0,82.0,70.0,67,76,0.75,19.1438,0.9823999999999999
