,Player,Year,Position,Age,Height,Weight,Y1 GP,Y2 GP,Y3 GP,Y4 GP,Y5 GP,Y5 dGP,Y4 EV ATOI,Y4 EV P/60
Mason Marchment 2023,Mason Marchment,2023,L,27.289,76,210,,4.0,48.0,54,68,32.666666666666664,13.2127,3.7842000000000002
Ryan Lomberg 2022,Ryan Lomberg,2022,L,27.053,69,187,7.0,4.0,,49,55,35.0,9.2196,0.7656
Ryan Lomberg 2023,Ryan Lomberg,2023,L,28.053,69,187,4.0,,49.0,55,82,46.0,10.1633,1.8247
Kevin Rooney 2020,Kevin Rooney,2020,C,26.363,74,190,,4.0,1.0,41,57,41.666666666666664,10.6695,1.2345
Kevin Rooney 2021,Kevin Rooney,2021,C,27.366,74,190,4.0,1.0,41.0,57,79,53.25,9.5238,0.7714
Kevin Rooney 2022,Kevin Rooney,2022,C,28.365,74,190,1.0,41.0,57.0,79,61,16.5,10.3361,1.29
Brandon Tanev 2017,Brandon Tanev,2017,L,24.754,72,189,,,,3,51,48.0,10.8889,0.0
Brandon Tanev 2018,Brandon Tanev,2018,L,25.753,72,189,,,3.0,51,61,34.0,8.9915,0.5234
Brandon Tanev 2019,Brandon Tanev,2019,L,26.752,72,189,,3.0,51.0,61,80,41.666666666666664,10.603,1.3915
Brandon Tanev 2020,Brandon Tanev,2020,L,27.752,72,189,3.0,51.0,61.0,80,80,31.25,11.9069,1.6378000000000001
Brandon Tanev 2023,Brandon Tanev,2023,L,30.752,72,189,80.0,80.0,46.0,30,82,23.0,12.9733,1.8499
Matthew Tkachuk 2018,Matthew Tkachuk,2018,L,19.806,74,201,,,,76,68,-8.0,12.6162,2.1902000000000004
Matthew Tkachuk 2019,Matthew Tkachuk,2019,L,20.805,74,201,,,76.0,68,80,8.0,14.2623,1.9796999999999998
Matthew Tkachuk 2020,Matthew Tkachuk,2020,L,21.805,74,201,,76.0,68.0,80,81,6.333333333333329,14.3681,2.7666000000000004
Matthew Tkachuk 2021,Matthew Tkachuk,2021,L,22.807,74,201,76.0,68.0,80.0,81,82,5.75,15.299,2.3872
Matthew Tkachuk 2022,Matthew Tkachuk,2022,L,23.806,74,201,68.0,80.0,81.0,82,82,4.25,14.8113,2.0255
Matthew Tkachuk 2023,Matthew Tkachuk,2023,L,24.806,74,201,80.0,81.0,82.0,82,79,-2.25,14.9063,3.6814999999999998
Luke Kunin 2020,Luke Kunin,2020,C,21.824,72,197,,,19.0,49,74,40.0,13.1269,1.4924999999999997
Luke Kunin 2021,Luke Kunin,2021,C,22.826,72,197,,19.0,49.0,74,54,6.666666666666664,13.1889,2.022
Luke Kunin 2022,Luke Kunin,2022,C,23.825,72,197,19.0,49.0,74.0,54,82,33.0,12.9577,2.2526
Auston Matthews 2018,Auston Matthews,2018,C,20.039,75,208,,,,82,62,-20.0,15.135,2.3205999999999998
Auston Matthews 2019,Auston Matthews,2019,C,21.038,75,208,,,82.0,62,68,-4.0,15.9473,2.9735
Auston Matthews 2020,Auston Matthews,2020,C,22.038,75,208,,82.0,62.0,68,82,11.333333333333329,15.9593,2.9303
Auston Matthews 2021,Auston Matthews,2021,C,23.04,75,208,82.0,62.0,68.0,82,76,2.5,17.6121,2.6768
Auston Matthews 2022,Auston Matthews,2022,C,24.039,75,208,62.0,68.0,82.0,76,73,1.0,18.1115,3.3765000000000005
Auston Matthews 2023,Auston Matthews,2023,C,25.038,75,208,68.0,82.0,76.0,73,74,-0.75,17.3532,3.6471000000000005
Wade Allison 2023,Wade Allison,2023,R,24.964,74,205,,,20.0,1,60,49.5,7.0833,0.0
Julien Gauthier 2023,Julien Gauthier,2023,R,24.962,76,224,,20.0,43.0,49,57,19.666666666666664,9.8765,0.8679
Rasmus Asplund 2022,Rasmus Asplund,2022,C,23.828,71,185,,,34.0,41,80,42.5,12.0726,1.9525
Carl Grundstrom 2021,Carl Grundstrom,2021,R,22.834,72,195,,,15.0,15,68,53.0,12.2897,1.5021
Carl Grundstrom 2022,Carl Grundstrom,2022,R,23.834,72,195,,15.0,15.0,68,54,21.333333333333336,11.5046,0.9986999999999999
Carl Grundstrom 2023,Carl Grundstrom,2023,R,24.833,72,195,15.0,15.0,68.0,54,57,19.0,10.5108,1.5856
Alex DeBrincat 2019,Alex DeBrincat,2019,R,20.786,68,178,,,,82,82,0.0,12.6173,2.3196
Alex DeBrincat 2020,Alex DeBrincat,2020,R,21.786,68,178,,,82.0,82,82,0.0,14.3108,2.6587
Alex DeBrincat 2021,Alex DeBrincat,2021,R,22.788,68,178,,82.0,82.0,82,74,-8.0,13.9369,1.7834999999999999
Alex DeBrincat 2022,Alex DeBrincat,2022,R,23.787,68,178,82.0,82.0,82.0,74,82,2.0,16.1719,2.6917
Alex DeBrincat 2023,Alex DeBrincat,2023,R,24.786,68,178,82.0,82.0,74.0,82,82,2.0,16.5352,2.2126
Patrik Laine 2018,Patrik Laine,2018,L,19.453,77,205,,,,73,82,9.0,15.1788,2.7074
Patrik Laine 2019,Patrik Laine,2019,L,20.452,77,205,,,73.0,82,82,4.5,13.4722,2.1182
Patrik Laine 2020,Patrik Laine,2020,L,21.452,77,205,,73.0,82.0,82,80,1.0,13.6874,1.4434
Patrik Laine 2021,Patrik Laine,2021,L,22.454,77,205,73.0,82.0,82.0,80,67,-12.25,16.0926,2.577
Patrik Laine 2022,Patrik Laine,2022,L,23.453,77,205,82.0,82.0,80.0,67,56,-21.75,15.1638,1.4623000000000002
Patrik Laine 2023,Patrik Laine,2023,L,24.452,77,205,82.0,80.0,67.0,56,55,-16.25,15.3455,2.9324000000000003
Clayton Keller 2018,Clayton Keller,2018,R,19.176,70,178,,,,3,82,79.0,10.95,1.8265
Clayton Keller 2019,Clayton Keller,2019,R,20.176,70,178,,,3.0,82,82,39.5,14.9213,2.1576
Clayton Keller 2020,Clayton Keller,2020,R,21.175,70,178,,3.0,82.0,82,82,26.333333333333336,14.5461,1.4084
Clayton Keller 2021,Clayton Keller,2021,R,22.177,70,178,3.0,82.0,82.0,82,82,19.75,13.5414,1.8356999999999999
Clayton Keller 2022,Clayton Keller,2022,R,23.177,70,178,82.0,82.0,82.0,82,67,-15.0,13.8732,1.9306999999999999
Clayton Keller 2023,Clayton Keller,2023,R,24.176,70,178,82.0,82.0,82.0,67,82,3.75,16.0575,2.7885000000000004
Jesse Puljujarvi 2018,Jesse Puljujarvi,2018,R,19.404,76,201,,,,28,65,37.0,10.4387,1.437
Jesse Puljujarvi 2022,Jesse Puljujarvi,2022,R,23.404,76,201,65.0,46.0,,80,65,1.3333333333333357,13.9248,1.6453000000000002
Jesse Puljujarvi 2023,Jesse Puljujarvi,2023,R,24.403,76,201,46.0,,80.0,65,75,11.333333333333336,14.7203,1.8186
Dillon Dube 2020,Dillon Dube,2020,C,21.2,71,185,,,,25,53,28.0,9.306,1.2895
Dillon Dube 2021,Dillon Dube,2021,C,22.202,71,185,,,25.0,53,74,35.0,11.8356,1.5772
Dillon Dube 2022,Dillon Dube,2022,C,23.201,71,185,,25.0,53.0,74,79,28.333333333333336,12.2775,1.9164
Dillon Dube 2023,Dillon Dube,2023,C,24.201,71,185,25.0,53.0,74.0,79,82,24.25,11.1483,1.7713
Sam Steel 2020,Sam Steel,2020,C,21.657,71,184,,,,22,76,54.0,12.8227,1.4889000000000001
Sam Steel 2021,Sam Steel,2021,C,22.659,71,184,,,22.0,76,61,12.0,13.3277,0.9696
Sam Steel 2022,Sam Steel,2022,C,23.658,71,184,,22.0,76.0,61,68,15.0,12.8175,1.3375
Sam Steel 2023,Sam Steel,2023,C,24.658,71,184,22.0,76.0,61.0,68,65,8.25,11.3216,1.3249
Brett Howden 2020,Brett Howden,2020,C,21.509,74,203,,,,66,82,16.0,12.3139,1.5504000000000002
Brett Howden 2021,Brett Howden,2021,C,22.511,74,203,,,66.0,82,61,-13.0,10.7586,1.1951
Brett Howden 2023,Brett Howden,2023,C,24.51,74,203,66.0,82.0,61.0,47,54,-10.0,10.0929,2.1502
Trent Frederic 2021,Trent Frederic,2021,C,22.637,75,214,,,15.0,2,61,52.5,6.425,0.0
Trent Frederic 2022,Trent Frederic,2022,C,23.637,75,214,,15.0,2.0,61,60,34.0,10.6972,0.6677
Trent Frederic 2023,Trent Frederic,2023,C,24.636,75,214,15.0,2.0,61.0,60,79,44.5,10.9892,1.638
Max Jones 2020,Max Jones,2020,L,21.619,75,216,,,,30,69,39.0,11.7878,0.6786
Max Jones 2021,Max Jones,2021,L,22.621,75,216,,,30.0,69,67,17.5,12.8808,0.7896
Max Jones 2023,Max Jones,2023,L,24.619,75,216,30.0,69.0,67.0,2,69,27.0,8.775,0.0
Tyson Jost 2018,Tyson Jost,2018,C,19.552,71,187,,,,6,65,59.0,12.9694,0.771
Tyson Jost 2019,Tyson Jost,2019,C,20.551,71,187,,,6.0,65,70,34.5,11.7987,1.0952
Tyson Jost 2020,Tyson Jost,2020,C,21.55,71,187,,6.0,65.0,70,79,32.0,10.9098,1.6499000000000001
Tyson Jost 2021,Tyson Jost,2021,C,22.552,71,187,6.0,65.0,70.0,79,79,24.0,10.7326,1.5019999999999998
Tyson Jost 2022,Tyson Jost,2022,C,23.552,71,187,65.0,70.0,79.0,79,80,6.75,11.7932,1.6016
Tyson Jost 2023,Tyson Jost,2023,C,24.551,71,187,70.0,79.0,79.0,80,71,-6.0,10.6619,1.3365999999999998
Boris Katchouk 2023,Boris Katchouk,2023,L,24.288,74,206,,,,59,58,-1.0,9.2441,0.77
Jordan Kyrou 2021,Jordan Kyrou,2021,C,22.41,73,196,,,16.0,33,80,55.5,10.5006,1.4285
Jordan Kyrou 2022,Jordan Kyrou,2022,C,23.409,73,196,,16.0,33.0,80,74,31.0,13.1476,2.6551
Jordan Kyrou 2023,Jordan Kyrou,2023,C,24.409,73,196,16.0,33.0,80.0,74,79,28.25,14.5568,3.0635
Taylor Raddysh 2023,Taylor Raddysh,2023,R,24.617,75,198,,,,74,78,4.0,10.5347,1.3084
Noah Gregor 2022,Noah Gregor,2022,C,23.179,72,190,,,33.0,43,63,25.0,11.0883,1.0822
Noah Gregor 2023,Noah Gregor,2023,C,24.179,72,190,,33.0,43.0,63,57,10.666666666666664,13.2728,1.4350999999999998
Pierre-Luc Dubois 2019,Pierre-Luc Dubois,2019,L,20.272,76,214,,,,82,82,0.0,14.5409,1.6606
Pierre-Luc Dubois 2020,Pierre-Luc Dubois,2020,L,21.271,76,214,,,82.0,82,82,0.0,15.2374,2.497
Pierre-Luc Dubois 2021,Pierre-Luc Dubois,2021,L,22.273,76,214,,82.0,82.0,82,67,-15.0,15.1126,2.2119
Pierre-Luc Dubois 2022,Pierre-Luc Dubois,2022,L,23.272,76,214,82.0,82.0,82.0,67,81,2.75,13.388,1.4614
Pierre-Luc Dubois 2023,Pierre-Luc Dubois,2023,L,24.272,76,214,82.0,82.0,67.0,81,73,-5.0,15.7562,1.9274999999999998
Henrik Borgstrom 2019,Henrik Borgstrom,2019,C,21.153,75,199,,,,4,50,46.0,11.3208,1.325
Jesper Bratt 2019,Jesper Bratt,2019,L,20.173,70,175,,,,74,51,-23.0,12.1495,1.4015
Jesper Bratt 2020,Jesper Bratt,2020,L,21.172,70,175,,,74.0,51,70,7.5,12.8343,2.2917000000000005
Jesper Bratt 2021,Jesper Bratt,2021,L,22.174,70,175,,74.0,51.0,70,67,2.0,11.8278,2.1982
Jesper Bratt 2022,Jesper Bratt,2022,L,23.174,70,175,74.0,51.0,70.0,67,76,10.5,13.1978,2.0754
Jesper Bratt 2023,Jesper Bratt,2023,L,24.173,70,175,51.0,70.0,67.0,76,82,16.0,14.6478,2.9105
Nathan Bastian 2022,Nathan Bastian,2022,R,23.82,76,205,,7.0,,60,72,38.5,11.1459,1.313
Michael McLeod 2021,Michael McLeod,2021,C,22.659,74,190,,,21.0,14,76,58.5,9.8528,1.0149
Michael McLeod 2022,Michael McLeod,2022,C,23.658,74,190,,21.0,14.0,76,77,40.0,12.058,1.4354
Michael McLeod 2023,Michael McLeod,2023,C,24.658,74,190,21.0,14.0,76.0,77,80,33.0,11.1024,1.3335
Tage Thompson 2019,Tage Thompson,2019,"C, R",20.92,78,220,,,,41,65,24.0,10.8179,1.0822
Tage Thompson 2021,Tage Thompson,2021,"C, R",22.922,78,220,,41.0,65.0,1,55,19.333333333333336,6.9833,0.0
Tage Thompson 2022,Tage Thompson,2022,"C, R",23.921,78,220,41.0,65.0,1.0,55,78,37.5,12.5298,1.3861
Tage Thompson 2023,Tage Thompson,2023,"C, R",24.921,78,220,65.0,1.0,55.0,78,78,28.25,14.3861,2.6734
Drake Caggiula 2018,Drake Caggiula,2018,C,23.283,70,176,,,,60,67,7.0,10.9017,1.1007
Drake Caggiula 2019,Drake Caggiula,2019,C,24.283,70,176,,,60.0,67,55,-8.5,11.8338,1.2108
Drake Caggiula 2021,Drake Caggiula,2021,C,26.284,70,176,60.0,67.0,55.0,47,55,-2.25,10.9933,1.7738
Rem Pitlick 2022,Rem Pitlick,2022,C,24.499,71,186,,1.0,,14,66,58.5,10.3617,1.1581
Brandon Duhaime 2023,Brandon Duhaime,2023,R,25.361,74,200,,,,80,51,-29.0,9.559,1.3338999999999999
Ross Colton 2022,Ross Colton,2022,C,25.055,72,194,,,,43,79,36.0,9.7761,2.455
Ross Colton 2023,Ross Colton,2023,C,26.054,72,194,,,43.0,79,81,20.0,11.3392,2.2773000000000003
Axel Jonsson-Fjallby 2023,Axel Jonsson-Fjallby,2023,L,24.639,73,189,,,,23,50,27.0,10.4514,0.9984
Brandon Hagel 2021,Brandon Hagel,2021,L,22.098,74,179,,,,1,74,73.0,11.8,0.0
Brandon Hagel 2022,Brandon Hagel,2022,L,23.097,74,179,,,1.0,74,77,39.5,12.517,1.5977999999999999
Brandon Hagel 2023,Brandon Hagel,2023,L,24.096,74,179,,1.0,74.0,77,81,30.333333333333336,13.4297,2.0308
Michael Pezzetta 2023,Michael Pezzetta,2023,L,24.554,73,210,,,,51,63,12.0,7.6265,1.6968999999999999
Dylan Gambrell 2020,Dylan Gambrell,2020,C,23.097,71,185,,,3.0,8,58,52.5,8.2542,0.0
Dylan Gambrell 2021,Dylan Gambrell,2021,C,24.099,71,185,,3.0,8.0,58,71,48.0,10.2723,1.1682
Dylan Gambrell 2022,Dylan Gambrell,2022,C,25.099,71,185,3.0,8.0,58.0,71,63,28.0,13.6235,0.9887
Dylan Gambrell 2023,Dylan Gambrell,2023,C,26.098,71,185,8.0,58.0,71.0,63,60,10.0,10.6479,0.5367
Michael Eyssimont 2023,Michael Eyssimont,2023,C,26.06,72,180,,,,1,54,53.0,5.8167,0.0
Tanner Jeannot 2022,Tanner Jeannot,2022,L,24.343,74,208,,,,20,81,61.0,12.0,1.7857
Tanner Jeannot 2023,Tanner Jeannot,2023,L,25.342,74,208,,,20.0,81,76,25.5,12.9158,2.1221
Mathieu Olivier 2023,Mathieu Olivier,2023,R,25.635,73,217,,9.0,43.0,10,66,45.33333333333333,9.2633,0.6477
Trevor Moore 2021,Trevor Moore,2021,"C, L",25.507,70,195,,,25.0,49,82,45.0,10.8472,1.1853
Trevor Moore 2022,Trevor Moore,2022,"C, L",26.506,70,195,,25.0,49.0,82,81,29.0,12.4,1.6416
Trevor Moore 2023,Trevor Moore,2023,"C, L",27.505,70,195,25.0,49.0,82.0,81,59,-0.25,13.3922,2.2124
Zack MacEwen 2022,Zack MacEwen,2022,C,25.233,75,205,,4.0,20.0,49,75,50.66666666666667,8.5088,0.4148
Zack MacEwen 2023,Zack MacEwen,2023,C,26.232,75,205,4.0,20.0,49.0,75,56,19.0,9.4991,0.7581
Zach Aston-Reese 2020,Zach Aston-Reese,2020,C,25.142,73,205,,,16.0,43,67,37.5,11.6426,1.9175
Zach Aston-Reese 2021,Zach Aston-Reese,2021,C,26.144,73,205,,16.0,43.0,67,65,23.0,12.2161,1.034
Zach Aston-Reese 2022,Zach Aston-Reese,2022,C,27.144,73,205,16.0,43.0,67.0,65,69,21.25,12.7133,1.4683
Zach Aston-Reese 2023,Zach Aston-Reese,2023,C,28.143,73,205,43.0,67.0,65.0,69,77,16.0,11.4664,1.1375000000000002
Mason Shaw 2023,Mason Shaw,2023,C,23.91,70,184,,,,3,59,56.0,8.9889,0.0
Kailer Yamamoto 2021,Kailer Yamamoto,2021,R,22.007,68,153,,9.0,17.0,31,76,57.0,16.4136,3.2493999999999996
Kailer Yamamoto 2022,Kailer Yamamoto,2022,R,23.007,68,153,9.0,17.0,31.0,76,81,47.75,14.9343,1.3907
Kailer Yamamoto 2023,Kailer Yamamoto,2023,R,24.006,68,153,17.0,31.0,76.0,81,58,6.75,14.8698,1.6439
Morgan Geekie 2021,Morgan Geekie,2021,C,22.202,75,200,,,,2,52,50.0,8.9,13.4832
Morgan Geekie 2022,Morgan Geekie,2022,C,23.201,75,200,,,2.0,52,73,46.0,8.6042,1.3558999999999999
Morgan Geekie 2023,Morgan Geekie,2023,C,24.201,75,200,,2.0,52.0,73,69,26.666666666666664,11.0884,1.3342
Michael Rasmussen 2022,Michael Rasmussen,2022,C,22.459,78,211,,62.0,,58,80,20.0,11.9533,1.2549
Michael Rasmussen 2023,Michael Rasmussen,2023,C,23.459,78,211,62.0,,58.0,80,56,-10.666666666666671,12.3117,1.523
Cody Glass 2023,Cody Glass,2023,C,23.502,75,206,,46.0,39.0,8,72,41.0,9.5208,0.7877
Casey Mittelstadt 2019,Casey Mittelstadt,2019,C,19.858,73,195,,,,6,77,71.0,11.8694,3.37
Casey Mittelstadt 2021,Casey Mittelstadt,2021,C,21.86,73,195,,6.0,77.0,36,60,20.333333333333336,10.9726,1.2348
Casey Mittelstadt 2023,Casey Mittelstadt,2023,C,23.858,73,195,77.0,36.0,60.0,40,82,28.75,13.0754,1.3767
Nico Hischier 2019,Nico Hischier,2019,C,19.74,73,175,,,,82,69,-13.0,13.7394,2.4497999999999998
Nico Hischier 2020,Nico Hischier,2020,C,20.74,73,175,,,82.0,69,68,-7.5,14.5454,2.1522
Nico Hischier 2022,Nico Hischier,2022,C,22.741,73,175,82.0,69.0,68.0,30,70,7.75,13.9421,1.2297
Nico Hischier 2023,Nico Hischier,2023,C,23.741,73,175,69.0,68.0,30.0,70,81,21.75,14.7819,2.6673999999999998
Jesper Boqvist 2022,Jesper Boqvist,2022,C,22.922,72,180,,,41.0,41,56,15.0,10.6202,1.4124
Jesper Boqvist 2023,Jesper Boqvist,2023,C,23.921,72,180,,41.0,41.0,56,70,24.0,12.4271,1.8967999999999998
Eeli Tolvanen 2022,Eeli Tolvanen,2022,R,22.446,70,191,3.0,4.0,,57,75,53.66666666666667,12.4692,1.1103999999999998
Eeli Tolvanen 2023,Eeli Tolvanen,2023,R,23.445,70,191,4.0,,57.0,75,61,15.666666666666664,11.5384,1.1786
Klim Kostin 2023,Klim Kostin,2023,C,23.409,75,215,,4.0,2.0,40,57,41.666666666666664,8.9737,1.5044
Elias Pettersson 2020,Elias Pettersson,2020,C,20.885,74,176,,,,71,80,9.0,14.5491,2.4976
Elias Pettersson 2022,Elias Pettersson,2022,C,22.886,74,176,,71.0,80.0,38,80,17.0,14.1353,2.4488000000000003
Elias Pettersson 2023,Elias Pettersson,2023,C,23.886,74,176,71.0,80.0,38.0,80,80,12.75,14.71,1.9884
Gabriel Vilardi 2021,Gabriel Vilardi,2021,"C, R",21.129,75,215,,,,11,79,68.0,11.3617,2.6405000000000003
Gabriel Vilardi 2023,Gabriel Vilardi,2023,"C, R",23.127,75,215,,11.0,79.0,25,63,24.666666666666664,11.6573,1.0294
Owen Tippett 2022,Owen Tippett,2022,R,22.623,73,207,7.0,,,65,63,27.0,10.6056,1.8858000000000001
Owen Tippett 2023,Owen Tippett,2023,R,23.623,73,207,,,65.0,63,77,13.0,11.7193,1.4628
Nick Suzuki 2021,Nick Suzuki,2021,C,21.145,71,208,,,,83,82,-1.0,13.5019,1.6899
Nick Suzuki 2022,Nick Suzuki,2022,C,22.144,71,208,,,83.0,82,82,-0.5,14.9732,1.8605
Nick Suzuki 2023,Nick Suzuki,2023,C,23.144,71,208,,83.0,82.0,82,82,-0.3333333333333286,15.8533,1.7077999999999998
Robert Thomas 2020,Robert Thomas,2020,C,20.25,72,218,,,,70,77,7.0,11.6464,1.9135999999999997
Robert Thomas 2022,Robert Thomas,2022,C,22.251,72,218,,70.0,77.0,48,72,7.0,12.0121,1.8164
Robert Thomas 2023,Robert Thomas,2023,C,23.25,72,218,70.0,77.0,48.0,72,73,6.25,15.1104,3.3089
MacKenzie Entwistle 2022,MacKenzie Entwistle,2022,R,22.218,75,184,,,,7,55,48.0,9.8167,2.4448
MacKenzie Entwistle 2023,MacKenzie Entwistle,2023,R,23.218,75,184,,,7.0,55,66,35.0,9.4682,1.2675
Jason Robertson 2021,Jason Robertson,2021,L,21.197,75,200,,,,3,74,71.0,10.7833,0.0
Jason Robertson 2022,Jason Robertson,2022,L,22.196,75,200,,,3.0,74,74,35.5,14.5954,3.1436
Jason Robertson 2023,Jason Robertson,2023,L,23.196,75,200,,3.0,74.0,74,82,31.666666666666664,15.4291,3.0479000000000003
Morgan Frost 2022,Morgan Frost,2022,C,22.385,71,170,,,23.0,2,55,42.5,9.45,0.0
Morgan Frost 2023,Morgan Frost,2023,C,23.385,71,170,,23.0,2.0,55,81,54.33333333333333,11.93,1.2802
Max Comtois 2021,Max Comtois,2021,L,21.731,74,210,,,10.0,34,80,58.0,11.5667,1.4308999999999998
Max Comtois 2022,Max Comtois,2022,L,22.73,74,210,,10.0,34.0,80,52,10.666666666666664,13.6224,2.3223
Max Comtois 2023,Max Comtois,2023,L,23.73,74,210,10.0,34.0,80.0,52,64,20.0,12.3449,1.3085
Martin Necas 2020,Martin Necas,2020,C,20.71,74,189,,,1.0,7,75,71.0,8.1,2.1164
Martin Necas 2021,Martin Necas,2021,C,21.712,74,189,,1.0,7.0,75,77,49.33333333333333,12.2818,2.061
Martin Necas 2022,Martin Necas,2022,C,22.711,74,189,1.0,7.0,75.0,77,78,38.0,14.4852,2.032
Martin Necas 2023,Martin Necas,2023,C,23.71,74,189,7.0,75.0,77.0,78,82,22.75,13.2047,2.0389
Josh Norris 2021,Josh Norris,2021,C,21.411,74,195,,,,3,82,79.0,14.8722,0.0
Josh Norris 2022,Josh Norris,2022,C,22.41,74,195,,,3.0,82,66,23.5,13.8095,1.6292
Ryan Poehling 2023,Ryan Poehling,2023,C,23.743,74,196,1.0,31.0,,57,53,23.333333333333332,10.5231,1.5005000000000002
Filip Chytil 2019,Filip Chytil,2019,C,19.072,74,204,,,,9,75,66.0,13.2037,1.5147
Filip Chytil 2020,Filip Chytil,2020,C,20.072,74,204,,,9.0,75,70,28.0,12.3167,1.0393
Filip Chytil 2021,Filip Chytil,2021,C,21.074,74,204,,9.0,75.0,70,61,9.666666666666664,13.4783,1.4839
Filip Chytil 2022,Filip Chytil,2022,C,22.073,74,204,9.0,75.0,70.0,61,67,13.25,12.4294,2.5286
Filip Chytil 2023,Filip Chytil,2023,C,23.073,74,204,75.0,70.0,61.0,67,74,5.75,12.0831,1.5564
Alex Iafallo 2019,Alex Iafallo,2019,L,24.778,72,200,,,,75,82,7.0,14.1904,1.2967
Alex Iafallo 2020,Alex Iafallo,2020,L,25.778,72,200,,,75.0,82,82,3.5,14.7974,1.3351
Alex Iafallo 2021,Alex Iafallo,2021,L,26.78,72,200,,75.0,82.0,82,80,0.3333333333333286,14.9057,1.9551
Alex Iafallo 2022,Alex Iafallo,2022,L,27.779,72,200,75.0,82.0,82.0,80,79,-0.75,15.0533,1.5943
Alex Iafallo 2023,Alex Iafallo,2023,L,28.778,72,200,82.0,82.0,80.0,79,59,-21.75,14.088,1.5634000000000001
David Kampf 2019,David Kampf,2019,C,23.719,74,197,,,,46,63,17.0,11.2417,1.2763
David Kampf 2020,David Kampf,2020,C,24.718,74,197,,,46.0,63,82,27.5,11.9455,1.5148000000000001
David Kampf 2021,David Kampf,2021,C,25.72,74,197,,46.0,63.0,82,80,16.333333333333336,11.3562,1.1322
David Kampf 2022,David Kampf,2022,C,26.719,74,197,46.0,63.0,82.0,80,82,14.25,12.2048,1.0726
David Kampf 2023,David Kampf,2023,C,27.719,74,197,63.0,82.0,80.0,82,82,5.25,12.6746,1.2701
Eetu Luostarinen 2021,Eetu Luostarinen,2021,C,22.081,75,190,,,,9,64,55.0,9.9083,0.7569
Eetu Luostarinen 2022,Eetu Luostarinen,2022,C,23.081,75,190,,,9.0,64,78,41.5,10.9943,0.9922
Eetu Luostarinen 2023,Eetu Luostarinen,2023,C,24.08,75,190,,9.0,64.0,78,82,31.666666666666664,11.4404,1.4792999999999998
Fabian Zetterlund 2023,Fabian Zetterlund,2023,L,23.103,71,220,,,,14,67,53.0,11.7988,2.9059
Emil Bemstrom 2023,Emil Bemstrom,2023,R,23.335,72,195,,66.0,29.0,41,55,9.666666666666664,9.4195,1.709
Drake Batherson 2021,Drake Batherson,2021,R,22.432,75,200,,,20.0,27,82,58.5,13.329,0.7828
Drake Batherson 2023,Drake Batherson,2023,R,24.431,75,200,20.0,27.0,82.0,46,82,38.25,15.6101,2.5067
Noah Cates 2023,Noah Cates,2023,L,23.653,73,165,,,,16,82,66.0,12.0458,2.4904
Morgan Barron 2023,Morgan Barron,2023,C,23.831,76,220,,,7.0,27,70,53.0,9.6741,1.1484999999999999
Sheldon Dries 2023,Sheldon Dries,2023,C,28.442,69,180,40.0,5.0,4.0,11,63,48.0,9.447,1.1548
Mark Kastelic 2023,Mark Kastelic,2023,C,23.56,75,233,,,,16,65,49.0,8.9146,1.6827
Parker Kelly 2023,Parker Kelly,2023,L,23.385,72,190,,,1.0,41,55,34.0,9.602,1.8288
Pius Suter 2022,Pius Suter,2022,C,25.356,71,179,,,,79,82,3.0,14.3873,1.699
Pius Suter 2023,Pius Suter,2023,C,26.355,71,179,,,79.0,82,79,-1.5,13.8108,1.6954
Eric Robinson 2020,Eric Robinson,2020,L,24.299,74,205,,,1.0,13,58,51.0,11.6667,0.0
Eric Robinson 2021,Eric Robinson,2021,L,25.301,74,205,,1.0,13.0,58,82,58.0,10.7877,1.3349
Eric Robinson 2022,Eric Robinson,2022,L,26.301,74,205,1.0,13.0,58.0,82,67,28.5,11.2786,1.615
Eric Robinson 2023,Eric Robinson,2023,L,27.3,74,205,13.0,58.0,82.0,67,72,17.0,11.5037,1.9462000000000002
Oliver Wahlstrom 2021,Oliver Wahlstrom,2021,R,20.302,74,204,,,,10,64,54.0,9.3444,0.0
Oliver Wahlstrom 2022,Oliver Wahlstrom,2022,R,21.301,74,204,,,10.0,64,73,36.0,10.5614,1.4202
Joel Farabee 2021,Joel Farabee,2021,L,20.6,72,183,,,,61,80,19.0,12.3923,1.7691000000000001
Joel Farabee 2022,Joel Farabee,2022,L,21.599,72,183,,,61.0,80,63,-7.5,12.5052,2.7043
Joel Farabee 2023,Joel Farabee,2023,L,22.599,72,183,,61.0,80.0,63,82,14.0,13.722,2.0822
Philipp Kurashev 2022,Philipp Kurashev,2022,C,21.972,72,190,,,,77,67,-10.0,11.5535,1.0779
Philipp Kurashev 2023,Philipp Kurashev,2023,C,22.971,72,190,,,77.0,67,70,-2.0,11.5592,1.2396
Brady Tkachuk 2020,Brady Tkachuk,2020,L,20.042,76,221,,,,71,83,12.0,13.7045,2.1583
Brady Tkachuk 2021,Brady Tkachuk,2021,L,21.044,76,221,,,71.0,83,82,5.0,15.857,1.9185999999999999
Brady Tkachuk 2022,Brady Tkachuk,2022,L,22.043,76,221,,71.0,83.0,82,79,0.3333333333333286,14.8881,1.8711000000000002
Brady Tkachuk 2023,Brady Tkachuk,2023,L,23.042,76,221,71.0,83.0,82.0,79,82,3.25,15.5217,2.4466
Ryan McLeod 2022,Ryan McLeod,2022,C,22.029,74,207,,,,14,71,57.0,11.03,0.544
