,Player,Year,Position,Age,Height,Weight,Y1 GP,Y2 GP,Y3 GP,Y4 GP,Y5 GP,Y5 dGP,Y4 EV ATOI,Y4 EV P/60
Tyson Jost 2020,Tyson Jost,2020,C,21.55,71,187,,6.0,65.0,70,79,32.0,10.9098,1.6499000000000001
Tyson Jost 2021,Tyson Jost,2021,C,22.552,71,187,6.0,65.0,70.0,79,79,24.0,10.7326,1.5019999999999998
Tyson Jost 2022,Tyson Jost,2022,C,23.552,71,187,65.0,70.0,79.0,79,80,6.75,11.7932,1.6016
Tyson Jost 2023,Tyson Jost,2023,C,24.551,71,187,70.0,79.0,79.0,80,71,-6.0,10.6619,1.3365999999999998
Jordan Kyrou 2023,Jordan Kyrou,2023,C,24.409,73,196,16.0,33.0,80.0,74,79,28.25,14.5568,3.0635
Pierre-Luc Dubois 2020,Pierre-Luc Dubois,2020,L,21.271,76,214,,,82.0,82,82,0.0,15.2374,2.497
Pierre-Luc Dubois 2021,Pierre-Luc Dubois,2021,L,22.273,76,214,,82.0,82.0,82,67,-15.0,15.1126,2.2119
Pierre-Luc Dubois 2022,Pierre-Luc Dubois,2022,L,23.272,76,214,82.0,82.0,82.0,67,81,2.75,13.388,1.4614
Pierre-Luc Dubois 2023,Pierre-Luc Dubois,2023,L,24.272,76,214,82.0,82.0,67.0,81,73,-5.0,15.7562,1.9274999999999998
Jesper Bratt 2022,Jesper Bratt,2022,L,23.174,70,175,74.0,51.0,70.0,67,76,10.5,13.1978,2.0754
Jesper Bratt 2023,Jesper Bratt,2023,L,24.173,70,175,51.0,70.0,67.0,76,82,16.0,14.6478,2.9105
Michael McLeod 2023,Michael McLeod,2023,C,24.658,74,190,21.0,14.0,76.0,77,80,33.0,11.1024,1.3335
Drake Caggiula 2019,Drake Caggiula,2019,C,24.283,70,176,,,60.0,67,55,-8.5,11.8338,1.2108
Brandon Hagel 2023,Brandon Hagel,2023,L,24.096,74,179,,1.0,74.0,77,81,30.333333333333336,13.4297,2.0308
Dylan Gambrell 2023,Dylan Gambrell,2023,C,26.098,71,185,8.0,58.0,71.0,63,60,10.0,10.6479,0.5367
Trevor Moore 2023,Trevor Moore,2023,"C, L",27.505,70,195,25.0,49.0,82.0,81,59,-0.25,13.3922,2.2124
Zach Aston-Reese 2022,Zach Aston-Reese,2022,C,27.144,73,205,16.0,43.0,67.0,65,69,21.25,12.7133,1.4683
Zach Aston-Reese 2023,Zach Aston-Reese,2023,C,28.143,73,205,43.0,67.0,65.0,69,77,16.0,11.4664,1.1375000000000002
Kailer Yamamoto 2023,Kailer Yamamoto,2023,R,24.006,68,153,17.0,31.0,76.0,81,58,6.75,14.8698,1.6439
Nico Hischier 2020,Nico Hischier,2020,C,20.74,73,175,,,82.0,69,68,-7.5,14.5454,2.1522
Owen Tippett 2023,Owen Tippett,2023,R,23.623,73,207,,,65.0,63,77,13.0,11.7193,1.4628
Nick Suzuki 2022,Nick Suzuki,2022,C,22.144,71,208,,,83.0,82,82,-0.5,14.9732,1.8605
Nick Suzuki 2023,Nick Suzuki,2023,C,23.144,71,208,,83.0,82.0,82,82,-0.3333333333333286,15.8533,1.7077999999999998
Jason Robertson 2023,Jason Robertson,2023,L,23.196,75,200,,3.0,74.0,74,82,31.666666666666664,15.4291,3.0479000000000003
Martin Necas 2022,Martin Necas,2022,C,22.711,74,189,1.0,7.0,75.0,77,78,38.0,14.4852,2.032
Martin Necas 2023,Martin Necas,2023,C,23.71,74,189,7.0,75.0,77.0,78,82,22.75,13.2047,2.0389
Filip Chytil 2021,Filip Chytil,2021,C,21.074,74,204,,9.0,75.0,70,61,9.666666666666664,13.4783,1.4839
Filip Chytil 2022,Filip Chytil,2022,C,22.073,74,204,9.0,75.0,70.0,61,67,13.25,12.4294,2.5286
Filip Chytil 2023,Filip Chytil,2023,C,23.073,74,204,75.0,70.0,61.0,67,74,5.75,12.0831,1.5564
Alex Iafallo 2020,Alex Iafallo,2020,L,25.778,72,200,,,75.0,82,82,3.5,14.7974,1.3351
Alex Iafallo 2021,Alex Iafallo,2021,L,26.78,72,200,,75.0,82.0,82,80,0.3333333333333286,14.9057,1.9551
Alex Iafallo 2022,Alex Iafallo,2022,L,27.779,72,200,75.0,82.0,82.0,80,79,-0.75,15.0533,1.5943
Alex Iafallo 2023,Alex Iafallo,2023,L,28.778,72,200,82.0,82.0,80.0,79,59,-21.75,14.088,1.5634000000000001
David Kampf 2021,David Kampf,2021,C,25.72,74,197,,46.0,63.0,82,80,16.333333333333336,11.3562,1.1322
David Kampf 2022,David Kampf,2022,C,26.719,74,197,46.0,63.0,82.0,80,82,14.25,12.2048,1.0726
David Kampf 2023,David Kampf,2023,C,27.719,74,197,63.0,82.0,80.0,82,82,5.25,12.6746,1.2701
Eetu Luostarinen 2023,Eetu Luostarinen,2023,C,24.08,75,190,,9.0,64.0,78,82,31.666666666666664,11.4404,1.4792999999999998
Pius Suter 2023,Pius Suter,2023,C,26.355,71,179,,,79.0,82,79,-1.5,13.8108,1.6954
Eric Robinson 2023,Eric Robinson,2023,L,27.3,74,205,13.0,58.0,82.0,67,72,17.0,11.5037,1.9462000000000002
Joel Farabee 2022,Joel Farabee,2022,L,21.599,72,183,,,61.0,80,63,-7.5,12.5052,2.7043
Joel Farabee 2023,Joel Farabee,2023,L,22.599,72,183,,61.0,80.0,63,82,14.0,13.722,2.0822
Philipp Kurashev 2023,Philipp Kurashev,2023,C,22.971,72,190,,,77.0,67,70,-2.0,11.5592,1.2396
Brady Tkachuk 2021,Brady Tkachuk,2021,L,21.044,76,221,,,71.0,83,82,5.0,15.857,1.9185999999999999
Brady Tkachuk 2022,Brady Tkachuk,2022,L,22.043,76,221,,71.0,83.0,82,79,0.3333333333333286,14.8881,1.8711000000000002
Brady Tkachuk 2023,Brady Tkachuk,2023,L,23.042,76,221,71.0,83.0,82.0,79,82,3.25,15.5217,2.4466
Isac Lundestrom 2023,Isac Lundestrom,2023,C,22.903,72,193,15.0,17.0,60.0,80,61,18.0,13.1,1.4313
Jesperi Kotkaniemi 2023,Jesperi Kotkaniemi,2023,C,22.237,74,201,79.0,42.0,82.0,66,82,14.75,10.8068,2.1031
Andrei Svechnikov 2021,Andrei Svechnikov,2021,R,20.518,74,195,,,82.0,80,80,-1.0,13.7221,2.6363
Andrei Svechnikov 2022,Andrei Svechnikov,2022,R,21.517,74,195,,82.0,80.0,80,78,-2.6666666666666714,14.6076,1.867
Andrei Svechnikov 2023,Andrei Svechnikov,2023,R,22.517,74,195,82.0,80.0,80.0,78,64,-16.0,14.359,2.5179
Yegor Sharangovich 2023,Yegor Sharangovich,2023,C,24.321,74,196,,,79.0,76,75,-2.5,14.2559,2.2151
Nico Sturm 2023,Nico Sturm,2023,C,27.415,75,209,2.0,7.0,73.0,74,74,35.0,10.2475,1.3451
Blake Lizotte 2022,Blake Lizotte,2022,C,23.801,69,170,,1.0,76.0,60,70,24.333333333333336,11.0699,1.322
Blake Lizotte 2023,Blake Lizotte,2023,C,24.8,69,170,1.0,76.0,60.0,70,81,29.25,10.895,1.6522
Dylan Cozens 2023,Dylan Cozens,2023,C,21.641,75,195,,,60.0,79,81,11.5,13.4829,1.5772
Alexis Lafreni��re 2023,Alexis Lafreni��re,2023,L,20.973,73,195,,,82.0,79,81,0.5,12.754,1.7268000000000001
Tim St��tzle 2023,Tim St��tzle,2023,L,20.71,72,193,,,77.0,79,78,0.0,14.9992,1.5697
Joe Thornton 2010,Joe Thornton,2010,C,30.251,76,220,,,82.0,82,79,-3.0,15.4772,2.4111
Joe Thornton 2011,Joe Thornton,2011,C,31.251,76,220,,82.0,82.0,79,80,-1.0,15.3601,2.7689000000000004
Joe Thornton 2012,Joe Thornton,2012,C,32.25,76,220,82.0,82.0,79.0,80,82,1.25,15.2713,1.7188999999999999
Joe Thornton 2013,Joe Thornton,2013,C,33.252,76,220,82.0,79.0,80.0,82,82,1.25,16.01,2.4223
Joe Thornton 2014,Joe Thornton,2014,C,34.251,76,220,79.0,80.0,82.0,82,82,1.25,14.5844,1.6284
Joe Thornton 2015,Joe Thornton,2015,C,35.251,76,220,80.0,82.0,82.0,82,78,-3.5,14.9071,2.7487
Joe Thornton 2016,Joe Thornton,2016,C,36.25,76,220,82.0,82.0,82.0,78,82,1.0,14.8915,2.1696
Joe Thornton 2017,Joe Thornton,2017,C,37.252,76,220,82.0,82.0,78.0,82,79,-2.0,14.648,2.6475
Joe Thornton 2021,Joe Thornton,2021,C,41.252,76,220,79.0,47.0,73.0,82,64,-6.25,13.3338,1.4785
Jason Spezza 2010,Jason Spezza,2010,C,26.303,75,219,,,76.0,82,60,-19.0,15.1079,1.9858
Jason Spezza 2011,Jason Spezza,2011,C,27.303,75,219,,76.0,82.0,60,62,-10.666666666666671,14.795,2.2305
Jason Spezza 2012,Jason Spezza,2012,C,28.302,75,219,76.0,82.0,60.0,62,80,10.0,14.7661,2.4904
Jason Spezza 2016,Jason Spezza,2016,C,32.302,75,219,80.0,8.0,75.0,82,75,13.75,13.5006,1.9512
Jason Spezza 2017,Jason Spezza,2017,C,33.304,75,219,8.0,75.0,82.0,75,68,8.0,13.2989,2.346
Jason Spezza 2018,Jason Spezza,2018,C,34.303,75,219,75.0,82.0,75.0,68,78,3.0,13.225,2.0015
Jason Spezza 2019,Jason Spezza,2019,C,35.303,75,219,82.0,75.0,68.0,78,76,0.25,10.9662,1.0522
Jason Spezza 2020,Jason Spezza,2020,C,36.302,75,219,75.0,68.0,78.0,76,68,-6.25,11.0491,1.0718
Jason Spezza 2021,Jason Spezza,2021,C,37.304,75,219,68.0,78.0,76.0,68,79,6.5,9.5405,1.9518000000000002
Jason Spezza 2022,Jason Spezza,2022,C,38.304,75,219,78.0,76.0,68.0,79,71,-4.25,8.8386,3.1428
Dustin Brown 2010,Dustin Brown,2010,R,24.907,72,205,,,78.0,80,82,3.0,14.0533,1.8146
Dustin Brown 2011,Dustin Brown,2011,R,25.906,72,205,,78.0,80.0,82,82,2.0,14.6325,1.9502
Dustin Brown 2012,Dustin Brown,2012,R,26.906,72,205,78.0,80.0,82.0,82,82,1.5,15.0297,1.9960000000000002
Dustin Brown 2013,Dustin Brown,2013,R,27.908,72,205,80.0,82.0,82.0,82,78,-3.5,15.1494,1.6905000000000001
Dustin Brown 2014,Dustin Brown,2014,R,28.907,72,205,82.0,82.0,82.0,78,79,-2.0,15.379,1.357
Dustin Brown 2015,Dustin Brown,2015,R,29.906,72,205,82.0,82.0,78.0,79,82,1.75,13.2122,1.2647
Dustin Brown 2016,Dustin Brown,2016,R,30.906,72,205,82.0,78.0,79.0,82,82,1.75,13.6626,1.1248
Dustin Brown 2017,Dustin Brown,2017,R,31.908,72,205,78.0,79.0,82.0,82,80,-0.25,13.6331,1.2345
Dustin Brown 2018,Dustin Brown,2018,R,32.907,72,205,79.0,82.0,82.0,80,81,0.25,13.2081,1.6467
Dustin Brown 2019,Dustin Brown,2019,R,33.906,72,205,82.0,82.0,80.0,81,72,-9.25,15.2689,2.183
Dustin Brown 2020,Dustin Brown,2020,R,34.906,72,205,82.0,80.0,81.0,72,77,-1.75,16.1315,1.9114
Dustin Brown 2021,Dustin Brown,2021,R,35.908,72,205,80.0,81.0,72.0,77,71,-6.5,15.2048,1.7937
Dustin Brown 2022,Dustin Brown,2022,R,36.907,72,205,81.0,72.0,77.0,71,64,-11.25,14.5299,1.6855
Ryan Getzlaf 2010,Ryan Getzlaf,2010,C,24.395,76,220,,,77.0,81,66,-13.0,15.6449,2.5568
Ryan Getzlaf 2011,Ryan Getzlaf,2011,C,25.394,76,220,,77.0,81.0,66,67,-7.666666666666671,17.2616,2.4752
Ryan Getzlaf 2012,Ryan Getzlaf,2012,C,26.394,76,220,77.0,81.0,66.0,67,82,9.25,17.7828,2.4676
Ryan Getzlaf 2013,Ryan Getzlaf,2013,C,27.396,76,220,81.0,66.0,67.0,82,75,1.0,16.8768,1.4308
Ryan Getzlaf 2014,Ryan Getzlaf,2014,C,28.395,76,220,66.0,67.0,82.0,75,77,4.5,15.8955,2.6593999999999998
Ryan Getzlaf 2015,Ryan Getzlaf,2015,C,29.394,76,220,67.0,82.0,75.0,77,77,1.75,15.431,3.2318
Ryan Getzlaf 2016,Ryan Getzlaf,2016,C,30.394,76,220,82.0,75.0,77.0,77,77,-0.75,15.3398,2.7938
Ryan Getzlaf 2017,Ryan Getzlaf,2017,C,31.396,76,220,75.0,77.0,77.0,77,74,-2.5,15.1764,2.0537
Ryan Getzlaf 2018,Ryan Getzlaf,2018,C,32.395,76,220,77.0,77.0,77.0,74,56,-20.25,16.3455,2.4802
Ryan Getzlaf 2021,Ryan Getzlaf,2021,C,35.396,76,220,74.0,56.0,67.0,81,70,0.5,15.3971,1.8638
Ryan Getzlaf 2022,Ryan Getzlaf,2022,C,36.395,76,220,56.0,67.0,81.0,70,56,-12.5,14.1188,1.151
Brian Boyle 2012,Brian Boyle,2012,C,26.785,78,245,8.0,28.0,71.0,82,82,34.75,13.1693,1.5002
Brian Boyle 2013,Brian Boyle,2013,C,27.787,78,245,28.0,71.0,82.0,82,64,-1.75,12.4035,1.4158
Brian Boyle 2014,Brian Boyle,2014,C,28.787,78,245,71.0,82.0,82.0,64,82,7.25,11.7627,0.5369
Brian Boyle 2015,Brian Boyle,2015,C,29.786,78,245,82.0,82.0,64.0,82,82,4.5,10.4841,0.9772
Brian Boyle 2016,Brian Boyle,2016,C,30.785,78,245,82.0,64.0,82.0,82,76,-1.5,10.3494,1.4847000000000001
Brian Boyle 2017,Brian Boyle,2017,C,31.787,78,245,64.0,82.0,82.0,76,75,-1.0,10.5375,1.1239
Brian Boyle 2018,Brian Boyle,2018,C,32.787,78,245,82.0,82.0,76.0,75,69,-9.75,10.8051,1.4066999999999998
Brian Boyle 2019,Brian Boyle,2019,C,33.786,78,245,82.0,76.0,75.0,69,73,-2.5,10.9348,1.2724
Loui Eriksson 2010,Loui Eriksson,2010,L,24.209,74,179,,,69.0,82,82,6.5,14.8606,2.4619999999999997
Loui Eriksson 2011,Loui Eriksson,2011,L,25.208,74,179,,69.0,82.0,82,79,1.3333333333333286,14.8224,2.7645
Loui Eriksson 2012,Loui Eriksson,2012,L,26.207,74,179,69.0,82.0,82.0,79,82,4.0,15.789,2.1164
Loui Eriksson 2013,Loui Eriksson,2013,L,27.21,74,179,82.0,82.0,79.0,82,82,0.75,15.3425,2.6707
Loui Eriksson 2014,Loui Eriksson,2014,L,28.209,74,179,82.0,79.0,82.0,82,61,-20.25,15.2243,1.4778000000000002
Loui Eriksson 2015,Loui Eriksson,2015,L,29.208,74,179,79.0,82.0,82.0,61,81,5.0,13.1057,1.8763
Loui Eriksson 2016,Loui Eriksson,2016,L,30.208,74,179,82.0,82.0,61.0,81,82,5.5,14.4741,1.7911000000000001
Loui Eriksson 2017,Loui Eriksson,2017,L,31.21,74,179,82.0,61.0,81.0,82,65,-11.5,14.702,2.14
Loui Eriksson 2018,Loui Eriksson,2018,L,32.209,74,179,61.0,81.0,82.0,65,50,-22.25,14.7756,0.9995
Brad Richardson 2012,Brad Richardson,2012,R,26.654,72,190,22.0,31.0,81.0,68,59,8.5,10.7434,1.4783
Brad Richardson 2020,Brad Richardson,2020,R,34.654,72,190,82.0,16.0,76.0,66,69,9.0,13.1402,1.4527999999999999
Nate Thompson 2012,Nate Thompson,2012,C,26.988,73,205,,43.0,71.0,79,68,3.6666666666666714,12.1511,1.4375
Nate Thompson 2013,Nate Thompson,2013,C,27.99,73,205,43.0,71.0,79.0,68,76,10.75,11.9914,1.1036000000000001
Nate Thompson 2014,Nate Thompson,2014,C,28.989,73,205,71.0,79.0,68.0,76,81,7.5,11.7956,1.6956
Nate Thompson 2015,Nate Thompson,2015,C,29.989,73,205,79.0,68.0,76.0,81,80,4.0,10.8103,0.9593
Nate Thompson 2020,Nate Thompson,2020,C,34.988,73,205,49.0,30.0,69.0,78,82,25.5,10.8915,0.9181
Nate Thompson 2021,Nate Thompson,2021,C,35.99,73,205,30.0,69.0,78.0,82,64,-0.75,10.481,1.1449
Andrew Ladd 2010,Andrew Ladd,2010,L,23.804,75,205,,,63.0,82,82,9.5,12.9933,2.6468000000000003
Andrew Ladd 2011,Andrew Ladd,2011,L,24.803,75,205,,63.0,82.0,82,81,5.333333333333329,12.9638,2.0884
Andrew Ladd 2012,Andrew Ladd,2012,L,25.802,75,205,63.0,82.0,82.0,81,82,5.0,15.1333,1.8599999999999999
Andrew Ladd 2013,Andrew Ladd,2013,L,26.804,75,205,82.0,82.0,81.0,82,82,0.25,15.372,1.8088000000000002
Andrew Ladd 2014,Andrew Ladd,2014,L,27.804,75,205,82.0,81.0,82.0,82,78,-3.75,15.5972,3.2056999999999998
Andrew Ladd 2015,Andrew Ladd,2015,L,28.803,75,205,81.0,82.0,82.0,78,81,0.25,14.9318,2.0607
Andrew Ladd 2016,Andrew Ladd,2016,L,29.802,75,205,82.0,82.0,78.0,81,78,-2.75,15.0568,2.0662
Andrew Ladd 2017,Andrew Ladd,2017,L,30.804,75,205,82.0,78.0,81.0,78,78,-1.75,14.3327,1.6638
Andrew Ladd 2018,Andrew Ladd,2018,L,31.804,75,205,78.0,81.0,78.0,78,73,-5.75,13.2558,1.4507
Alexander Radulov 2019,Alexander Radulov,2019,R,32.242,73,200,,,76.0,82,70,-9.0,16.772,2.1377
Alexander Radulov 2020,Alexander Radulov,2020,R,33.241,73,200,,76.0,82.0,70,70,-6.0,16.6552,2.5217
Blake Comeau 2012,Blake Comeau,2012,L,25.616,73,200,51.0,53.0,61.0,77,74,13.5,13.8926,1.851
Blake Comeau 2013,Blake Comeau,2013,L,26.618,73,200,53.0,61.0,77.0,74,71,4.75,13.4836,0.9021000000000001
Blake Comeau 2014,Blake Comeau,2014,L,27.617,73,200,61.0,77.0,74.0,71,61,-9.75,10.9052,1.441
Blake Comeau 2015,Blake Comeau,2015,L,28.617,73,200,77.0,74.0,71.0,61,61,-9.75,11.5052,1.3679999999999999
Blake Comeau 2016,Blake Comeau,2016,L,29.616,73,200,74.0,71.0,61.0,61,81,14.25,14.0399,2.1016999999999997
Blake Comeau 2017,Blake Comeau,2017,L,30.618,73,200,71.0,61.0,61.0,81,77,8.5,13.8831,1.3872
Blake Comeau 2018,Blake Comeau,2018,L,31.618,73,200,61.0,61.0,81.0,77,79,9.0,12.4753,1.0619
Blake Comeau 2019,Blake Comeau,2019,L,32.617,73,200,61.0,81.0,77.0,79,77,2.5,13.2506,1.7769
Blake Comeau 2020,Blake Comeau,2020,L,33.616,73,200,81.0,77.0,79.0,77,64,-14.5,13.5983,1.0314
Blake Comeau 2021,Blake Comeau,2021,L,34.618,73,200,77.0,79.0,77.0,64,74,-0.25,12.6148,1.2106
James Neal 2011,James Neal,2011,L,23.078,75,212,,,77.0,78,79,1.5,14.4656,2.2866
James Neal 2012,James Neal,2012,L,24.077,75,212,,77.0,78.0,79,80,2.0,14.7726,1.7993999999999999
James Neal 2013,James Neal,2013,L,25.079,75,212,77.0,78.0,79.0,80,68,-10.5,15.1312,2.5774999999999997
James Neal 2014,James Neal,2014,L,26.079,75,212,78.0,79.0,80.0,68,59,-17.25,13.41,2.2372
James Neal 2017,James Neal,2017,L,29.08,75,212,68.0,59.0,67.0,82,70,1.0,16.2693,1.9788999999999999
James Neal 2018,James Neal,2018,L,30.079,75,212,59.0,67.0,82.0,70,71,1.5,14.8998,1.6108
James Neal 2019,James Neal,2019,L,31.078,75,212,67.0,82.0,70.0,71,63,-9.5,14.6735,2.0157
James Neal 2020,James Neal,2020,L,32.078,75,212,82.0,70.0,71.0,63,64,-7.5,12.7249,0.9729999999999999
Leo Komarov 2017,Leo Komarov,2017,R,29.69,71,205,71.0,,62.0,67,82,15.333333333333329,13.9463,1.798
Leo Komarov 2018,Leo Komarov,2018,R,30.689,71,205,,62.0,67.0,82,74,3.6666666666666714,12.8423,1.1396
Leo Komarov 2019,Leo Komarov,2019,R,31.689,71,205,62.0,67.0,82.0,74,82,10.75,12.493,0.9735
Leo Komarov 2020,Leo Komarov,2020,R,32.688,71,205,67.0,82.0,74.0,82,56,-20.25,12.0551,1.5782
Mathieu Perreault 2014,Mathieu Perreault,2014,C,25.739,70,189,21.0,35.0,64.0,66,69,22.5,10.441,2.0628
Mathieu Perreault 2015,Mathieu Perreault,2015,C,26.739,70,189,35.0,64.0,66.0,69,62,3.5,11.6382,2.5403000000000002
Mathieu Perreault 2016,Mathieu Perreault,2016,C,27.738,70,189,64.0,66.0,69.0,62,71,5.75,13.1664,2.1315
Mathieu Perreault 2017,Mathieu Perreault,2017,C,28.74,70,189,66.0,69.0,62.0,71,65,-2.0,13.619,1.6134
Mathieu Perreault 2018,Mathieu Perreault,2018,C,29.739,70,189,69.0,62.0,71.0,65,70,3.25,13.6192,2.0332999999999997
Mathieu Perreault 2019,Mathieu Perreault,2019,C,30.739,70,189,62.0,71.0,65.0,70,82,15.0,12.1898,1.6876
Mathieu Perreault 2020,Mathieu Perreault,2020,C,31.738,70,189,71.0,65.0,70.0,82,57,-15.0,10.825,1.5546
Paul Byron 2018,Paul Byron,2018,L,28.431,69,164,47.0,57.0,62.0,81,82,20.25,12.5418,2.2444
Paul Byron 2019,Paul Byron,2019,L,29.43,69,164,57.0,62.0,81.0,82,56,-14.5,13.1618,1.6123
Riley Nash 2016,Riley Nash,2016,C,26.396,74,188,5.0,54.0,73.0,68,64,14.0,12.9233,1.2972
Riley Nash 2017,Riley Nash,2017,C,27.398,74,188,54.0,73.0,68.0,64,81,16.25,11.0479,1.3577
Riley Nash 2018,Riley Nash,2018,C,28.398,74,188,73.0,68.0,64.0,81,76,4.5,11.7938,0.8792
Riley Nash 2019,Riley Nash,2019,C,29.397,74,188,68.0,64.0,81.0,76,78,5.75,13.0401,2.3005
Riley Nash 2020,Riley Nash,2020,C,30.396,74,188,64.0,81.0,76.0,78,75,0.25,10.4581,0.8827
Riley Nash 2021,Riley Nash,2021,C,31.399,74,188,81.0,76.0,78.0,75,54,-23.5,10.6766,1.1415000000000002
Kyle Turris 2015,Kyle Turris,2015,C,25.131,73,190,65.0,55.0,82.0,82,82,11.0,14.5622,2.0601
Kyle Turris 2016,Kyle Turris,2016,C,26.131,73,190,55.0,82.0,82.0,82,57,-18.25,15.4439,2.2268
Kyle Turris 2019,Kyle Turris,2019,C,29.132,73,190,82.0,57.0,78.0,76,55,-18.25,14.1928,1.6688
Colton Sceviour 2017,Colton Sceviour,2017,C,27.45,72,190,1.0,26.0,71.0,71,80,37.75,10.4411,1.5377999999999998
Colton Sceviour 2018,Colton Sceviour,2018,C,28.45,72,190,26.0,71.0,71.0,80,76,14.0,11.7883,1.0816
Colton Sceviour 2019,Colton Sceviour,2019,C,29.449,72,190,71.0,71.0,80.0,76,59,-15.5,11.0013,1.5070000000000001
Carl Hagelin 2014,Carl Hagelin,2014,L,25.107,72,183,,,64.0,82,72,-1.0,15.5691,1.8466
Carl Hagelin 2015,Carl Hagelin,2015,L,26.106,72,183,,64.0,82.0,72,82,9.333333333333329,13.6347,1.9558
Carl Hagelin 2016,Carl Hagelin,2016,L,27.105,72,183,64.0,82.0,72.0,82,80,5.0,13.1841,1.8315
Carl Hagelin 2017,Carl Hagelin,2017,L,28.108,72,183,82.0,72.0,82.0,80,61,-18.0,13.8356,2.0057
Carl Hagelin 2018,Carl Hagelin,2018,L,29.107,72,183,72.0,82.0,80.0,61,81,7.25,13.1033,1.5764
Carl Hagelin 2019,Carl Hagelin,2019,L,30.106,72,183,82.0,80.0,61.0,81,58,-18.0,13.3383,1.6105
Carl Hagelin 2022,Carl Hagelin,2022,L,33.107,72,183,81.0,58.0,68.0,82,53,-19.25,11.3798,1.4122999999999999
Jay Beagle 2015,Jay Beagle,2015,C,28.959,75,210,31.0,41.0,82.0,62,62,8.0,10.2175,0.8524
Jay Beagle 2016,Jay Beagle,2016,C,29.958,75,210,41.0,82.0,62.0,62,57,-4.75,10.9124,1.6849
Jay Beagle 2019,Jay Beagle,2019,C,32.959,75,210,62.0,57.0,81.0,79,57,-12.75,9.8831,1.6138
Tyler Ennis 2015,Tyler Ennis,2015,R,24.986,69,160,82.0,48.0,80.0,80,78,5.5,15.5529,1.2538000000000002
Cam Atkinson 2016,Cam Atkinson,2016,R,26.322,68,176,27.0,59.0,79.0,78,81,20.25,13.6803,1.6306
Cam Atkinson 2017,Cam Atkinson,2017,R,27.324,68,176,59.0,79.0,78.0,81,82,7.75,13.6749,2.2209
Cam Atkinson 2018,Cam Atkinson,2018,R,28.324,68,176,79.0,78.0,81.0,82,65,-15.0,13.9752,1.9896
Cam Atkinson 2019,Cam Atkinson,2019,R,29.323,68,176,78.0,81.0,82.0,65,80,3.5,14.7215,2.1945
Cam Atkinson 2020,Cam Atkinson,2020,R,30.323,68,176,81.0,82.0,65.0,80,51,-26.0,15.3571,2.4417999999999997
Antoine Roussel 2015,Antoine Roussel,2015,L,24.86,71,200,,,66.0,81,80,6.5,11.5146,1.6726
Antoine Roussel 2016,Antoine Roussel,2016,L,25.86,71,200,,66.0,81.0,80,80,4.333333333333329,12.116,1.3618
Antoine Roussel 2017,Antoine Roussel,2017,L,26.862,71,200,66.0,81.0,80.0,80,60,-16.75,12.0973,1.674
Antoine Roussel 2018,Antoine Roussel,2018,L,27.861,71,200,81.0,80.0,80.0,60,73,-2.25,12.36,1.9418
Antoine Roussel 2019,Antoine Roussel,2019,L,28.86,71,200,80.0,80.0,60.0,73,65,-8.25,11.3441,1.2318
Tyler Bozak 2013,Tyler Bozak,2013,C,26.539,73,187,,37.0,82.0,73,78,14.0,15.3797,1.817
Tyler Bozak 2014,Tyler Bozak,2014,C,27.538,73,187,37.0,82.0,73.0,78,58,-9.5,15.6576,1.4994
Tyler Bozak 2019,Tyler Bozak,2019,C,32.538,73,187,82.0,57.0,78.0,81,72,-2.5,13.4389,1.6537000000000002
Tyler Bozak 2020,Tyler Bozak,2020,C,33.537,73,187,57.0,78.0,81.0,72,79,7.0,12.6785,1.9719
Richard Panik 2019,Richard Panik,2019,R,27.648,73,203,76.0,30.0,82.0,72,75,10.0,13.1111,1.8433
Richard Panik 2020,Richard Panik,2020,R,28.647,73,203,30.0,82.0,72.0,75,69,4.25,13.4107,1.7896
Richard Panik 2021,Richard Panik,2021,R,29.649,73,203,82.0,72.0,75.0,69,70,-4.5,10.3831,2.1547
Cody Eakin 2015,Cody Eakin,2015,C,23.357,72,196,,30.0,82.0,81,78,13.666666666666671,13.6994,1.5141
Cody Eakin 2016,Cody Eakin,2016,C,24.357,72,196,30.0,82.0,81.0,78,82,14.25,13.9036,1.7705
Cody Eakin 2017,Cody Eakin,2017,C,25.359,72,196,82.0,81.0,78.0,82,60,-20.75,13.4439,1.4696
Cody Eakin 2018,Cody Eakin,2018,C,26.358,72,196,81.0,78.0,82.0,60,80,4.75,13.9486,0.717
Cody Eakin 2019,Cody Eakin,2019,C,27.357,72,196,78.0,82.0,60.0,80,78,3.0,12.4367,1.4472999999999998
Cody Eakin 2020,Cody Eakin,2020,C,28.357,72,196,82.0,60.0,80.0,78,57,-18.0,12.9241,2.0236
Johan Larsson 2020,Johan Larsson,2020,L,27.185,71,206,74.0,36.0,80.0,73,73,7.25,11.8639,0.9006
Johan Larsson 2021,Johan Larsson,2021,L,28.187,71,206,36.0,80.0,73.0,73,76,10.5,12.7685,1.3641999999999999
Brett Connolly 2018,Brett Connolly,2018,R,25.416,75,198,11.0,55.0,71.0,66,70,19.25,10.2045,1.9599
Brett Connolly 2019,Brett Connolly,2019,R,26.416,75,198,55.0,71.0,66.0,70,81,15.5,10.526,1.7915
Brett Connolly 2020,Brett Connolly,2020,R,27.415,75,198,71.0,66.0,70.0,81,81,9.0,12.3704,2.6346999999999996
